NodeName,SecurityClass,Confidentiality,Integrity,Availability,ServicePackage,ArchitectyreType
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies,Physical
Maint and Constr Center Personnel,,,,,Active RFID Technologies,Physical
Asset Management System,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies,Physical
Field,Class 1,Low,Moderate,Moderate,Active RFID Technologies,Physical
Maint and Constr Vehicle Operator,,,,,Active RFID Technologies,Physical
Maint and Constr Management Center,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies and Remote Control,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies and Remote Control,Physical
Maint and Constr Center Personnel,,,,,Active RFID Technologies and Remote Control,Physical
Maint and Constr Field Personnel,,,,,Active RFID Technologies and Remote Control,Physical
Asset Management System,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies and Remote Control,Physical
Field,Class 1,Low,Moderate,Moderate,Active RFID Technologies and Remote Control,Physical
Personnel Device,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies and Remote Control,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,Active RFID Technologies and Automated Vehicle Collection,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies and Automated Vehicle Collection,Physical
Maint and Constr Center Personnel,,,,,Active RFID Technologies and Automated Vehicle Collection,Physical
Asset Management System,Class 2,Moderate,Moderate,Moderate,Active RFID Technologies and Automated Vehicle Collection,Physical
Field,Class 1,Low,Moderate,Moderate,Active RFID Technologies and Automated Vehicle Collection,Physical
Vehicle,Class 1,Low,Low,Moderate,Asset Tracking Based Infrastructure Warnings,Physical
Maint and Constr Management Center,Class 2,Moderate,Moderate,Moderate,Asset Tracking Based Infrastructure Warnings,Physical
Connected Vehicle Roadside Equipment,Class 1,Low,Moderate,Moderate,Asset Tracking Based Infrastructure Warnings,Physical
Transportation Information Center,Class 1,Low,Moderate,Moderate,Asset Tracking Based Infrastructure Warnings,Physical
Maint and Constr Vehicle OBE,Class 1,Low,Low,Moderate,Asset Tracking Based Infrastructure Warnings,Physical
Maint and Constr Center Personnel,,,,,Asset Tracking Based Infrastructure Warnings,Physical
Asset Management System,Class 2,Moderate,Moderate,Moderate,Asset Tracking Based Infrastructure Warnings,Physical
Personnel Device,Class 1,Low,Low,Moderate,Asset Tracking Based Infrastructure Warnings,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Connected Vehicle Roadside Equipment,,,,,Infrastructure-Based Monitoring,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Parking Area Equipment,Class 2,Moderate,Moderate,Low,Infrastructure-Based Monitoring,Physical
Parking Operator,,,,,Infrastructure-Based Monitoring,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Parking Manager,,,,,Infrastructure-Based Monitoring,Physical
Vehicle Characteristics,,,,,Infrastructure-Based Monitoring,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Light Vehicle Driver,,,,,Infrastructure-Based Monitoring,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Parking Area Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Parking Operator,,,,,C-ITS Based Monitoring,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Parking Manager,,,,,C-ITS Based Monitoring,Physical
Vehicle Characteristics,,,,,C-ITS Based Monitoring,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Light Vehicle Driver,,,,,C-ITS Based Monitoring,Physical
Connected Vehicle Roadside Equipment,,,,,Infrastructure-Based Monitoring,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Parking Area Equipment,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Parking Operator,,,,,Infrastructure-Based Monitoring,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Parking Manager,,,,,Infrastructure-Based Monitoring,Physical
Vehicle Characteristics,,,,,Infrastructure-Based Monitoring,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Infrastructure-Based Monitoring,Physical
Light Vehicle Driver,,,,,Infrastructure-Based Monitoring,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Parking Area Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Parking Operator,,,,,C-ITS Based Monitoring,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Parking Manager,,,,,C-ITS Based Monitoring,Physical
Vehicle Characteristics,,,,,C-ITS Based Monitoring,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,C-ITS Based Monitoring,Physical
Light Vehicle Driver,,,,,C-ITS Based Monitoring,Physical
Personal Information Device,Class 4,High,High,Moderate,Local Point of Sale,Physical
Enforcement Center,Class 2,Moderate,Moderate,Moderate,Local Point of Sale,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Local Point of Sale,Physical
Payment Administration Center,Class 4,High,High,Moderate,Local Point of Sale,Physical
Payment Device,Class 5,Moderate,Moderate,High,Local Point of Sale,Physical
Parking Area Equipment,Class 5,Moderate,Moderate,High,Local Point of Sale,Physical
Parking Operator,,,,,Local Point of Sale,Physical
Parking Management Center,Class 4,High,High,Moderate,Local Point of Sale,Physical
Parking Manager,,,,,Local Point of Sale,Physical
Light Vehicle Driver,,,,,Local Point of Sale,Physical
Personal Information Device,Class 5,High,High,High,Direct Payment Using WAW,Physical
Enforcement Center,Class 2,Moderate,Moderate,Moderate,Direct Payment Using WAW,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Direct Payment Using WAW,Physical
Payment Administration Center,Class 4,High,High,Moderate,Direct Payment Using WAW,Physical
Parking Management Center,Class 5,High,High,High,Direct Payment Using WAW,Physical
Parking Manager,,,,,Direct Payment Using WAW,Physical
Light Vehicle OBE,,,,,Direct Payment Using WAW,Physical
Light Vehicle Driver,,,,,Direct Payment Using WAW,Physical
Personal Information Device,Class 4,High,High,Moderate,C-ITS Based Payment,Physical
Enforcement Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Payment,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,C-ITS Based Payment,Physical
Payment Administration Center,Class 4,High,High,Moderate,C-ITS Based Payment,Physical
Payment Device,Class 5,Moderate,Moderate,High,C-ITS Based Payment,Physical
Parking Area Equipment,Class 5,High,High,High,C-ITS Based Payment,Physical
Parking Operator,,,,,C-ITS Based Payment,Physical
Parking Management Center,Class 4,High,High,Moderate,C-ITS Based Payment,Physical
Parking Manager,,,,,C-ITS Based Payment,Physical
Light Vehicle OBE,Class 5,High,High,High,C-ITS Based Payment,Physical
Light Vehicle Driver,,,,,C-ITS Based Payment,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Traditional Field Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Traditional Field Control,Physical
Emergency Vehicle OBE,Class 3,Moderate,High,Moderate,Traditional Field Control,Physical
Emergency Personnel,,,,,Traditional Field Control,Physical
Emergency Management Center,Class 3,Moderate,High,Moderate,Traditional Field Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Traditional TMC Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Traditional TMC Control,Physical
Emergency Vehicle OBE,Class 3,Moderate,High,Moderate,Traditional TMC Control,Physical
Emergency Personnel,,,,,Traditional TMC Control,Physical
Emergency Management Center,Class 3,Moderate,High,Moderate,Traditional TMC Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Center Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Center Control,Physical
Emergency Vehicle OBE,Class 3,Moderate,High,Moderate,Center Control,Physical
Emergency Personnel,,,,,Center Control,Physical
Emergency Management Center,Class 3,Moderate,High,Moderate,Center Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,C-ITS Field Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,C-ITS Field Control,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,C-ITS Field Control,Physical
Transportation Information Center,Class 1,Not Applicable,Low,Moderate,C-ITS Field Control,Physical
Emergency Vehicle OBE,Class 3,Moderate,High,Moderate,C-ITS Field Control,Physical
Emergency Personnel,,,,,C-ITS Field Control,Physical
Emergency Management Center,Class 3,Moderate,High,Moderate,C-ITS Field Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,C-ITS Center Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,C-ITS Center Control,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,C-ITS Center Control,Physical
Transportation Information Center,Class 1,Not Applicable,Low,Moderate,C-ITS Center Control,Physical
Emergency Vehicle OBE,Class 3,Moderate,High,Moderate,C-ITS Center Control,Physical
Emergency Personnel,,,,,C-ITS Center Control,Physical
Emergency Management Center,Class 3,Moderate,High,Moderate,C-ITS Center Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Traditional Field Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Traditional Field Control,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Traditional Field Control,Physical
Transit Vehicle Operator,,,,,Traditional Field Control,Physical
Transit Operations Personnel,,,,,Traditional Field Control,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Traditional Field Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Traditional TMC Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Traditional TMC Control,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Traditional TMC Control,Physical
Transit Vehicle Operator,,,,,Traditional TMC Control,Physical
Transit Operations Personnel,,,,,Traditional TMC Control,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Traditional TMC Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Center Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Center Control,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Center Control,Physical
Transit Vehicle Operator,,,,,Center Control,Physical
Transit Operations Personnel,,,,,Center Control,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Center Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,C-ITS Field Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,C-ITS Field Control,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Field Control,Physical
Transportation Information Center,Class 1,Not Applicable,Low,Moderate,C-ITS Field Control,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,C-ITS Field Control,Physical
Transit Vehicle Operator,,,,,C-ITS Field Control,Physical
Transit Operations Personnel,,,,,C-ITS Field Control,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,C-ITS Field Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,C-ITS Center Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,C-ITS Center Control,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Center Control,Physical
Transportation Information Center,Class 1,Not Applicable,Low,Moderate,C-ITS Center Control,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,C-ITS Center Control,Physical
Transit Vehicle Operator,,,,,C-ITS Center Control,Physical
Transit Operations Personnel,,,,,C-ITS Center Control,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,C-ITS Center Control,Physical
Driver,,,,,Wide-Area Wireless,Physical
Vehicle,Class 1,Not Applicable,Low,Moderate,Wide-Area Wireless,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Wide-Area Wireless,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Wide-Area Wireless,Physical
Transportation Information Center,Class 1,Not Applicable,Moderate,Moderate,Wide-Area Wireless,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Wide-Area Wireless,Physical
Transit Vehicle Operator,,,,,Wide-Area Wireless,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Wide-Area Wireless,Physical
Enforcement Center,Class 2,Moderate,Moderate,Moderate,Wide-Area Wireless,Physical
Basic Vehicle,,,,,Wide-Area Wireless,Physical
Vehicle Characteristics,,,,,Wide-Area Wireless,Physical
Driver,,,,,Short Range Communications,Physical
Vehicle,Class 3,Moderate,High,Moderate,Short Range Communications,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Short Range Communications,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Short Range Communications,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,Short Range Communications,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Short Range Communications,Physical
Transit Vehicle Operator,,,,,Short Range Communications,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Short Range Communications,Physical
Enforcement Center,Class 2,Moderate,Moderate,Moderate,Short Range Communications,Physical
Basic Vehicle,,,,,Short Range Communications,Physical
Vehicle Characteristics,,,,,Short Range Communications,Physical
Driver,,,,,Wide-Area Wireless,Physical
Vehicle,Class 1,Not Applicable,Low,Moderate,Wide-Area Wireless,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Wide-Area Wireless,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Wide-Area Wireless,Physical
Transportation Information Center,Class 1,Not Applicable,Moderate,Moderate,Wide-Area Wireless,Physical
Driver,,,,,C-ITS Short Range Communications,Physical
Vehicle,Class 3,Low,High,Moderate,C-ITS Short Range Communications,Physical
Other Vehicles,Class 3,Not Applicable,High,Moderate,C-ITS Short Range Communications,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,C-ITS Short Range Communications,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,C-ITS Short Range Communications,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,C-ITS Short Range Communications,Physical
Driver,,,,,Wide Area Broadcast,Physical
Vehicle,Class 1,Not Applicable,Low,Moderate,Wide Area Broadcast,Physical
Traffic Management Center,Class 1,Low,Moderate,Moderate,Wide Area Broadcast,Physical
Maint and Constr Management Center,Class 5,Low,High,High,Wide Area Broadcast,Physical
Transportation Information Center,Class 5,Moderate,Moderate,High,Wide Area Broadcast,Physical
Personal Information Device,Class 1,Not Applicable,Low,Low,Wide Area Broadcast,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Wide Area Broadcast,Physical
Emissions Management Center,Class 1,Not Applicable,Moderate,Low,Wide Area Broadcast,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,Wide Area Broadcast,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,Wide Area Broadcast,Physical
TIC Operator,,,,,Wide Area Broadcast,Physical
Payment Administration Center,Class 1,Low,Moderate,Low,Wide Area Broadcast,Physical
Event Promoter System,Class 3,Moderate,High,Moderate,Wide Area Broadcast,Physical
Emergency Management Center,Class 1,Low,Moderate,Moderate,Wide Area Broadcast,Physical
Traveler,,,,,Wide Area Broadcast,Physical
Traveler Support Equipment,Class 1,Not Applicable,Low,Low,Wide Area Broadcast,Physical
Other Transportation Information Centers,Class 2,Moderate,Moderate,Moderate,Wide Area Broadcast,Physical
Media,Class 1,Low,Low,Moderate,Wide Area Broadcast,Physical
Border Inspection System,Class 1,Low,Moderate,Low,Wide Area Broadcast,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Wide Area Broadcast,Physical
Driver,,,,,C-ITS Local Broadcast,Physical
Vehicle,Class 1,Not Applicable,Low,Low,C-ITS Local Broadcast,Physical
Traffic Management Center,Class 1,Low,Moderate,Moderate,C-ITS Local Broadcast,Physical
Maint and Constr Management Center,Class 5,Low,High,High,C-ITS Local Broadcast,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Low,C-ITS Local Broadcast,Physical
Transportation Information Center,Class 5,Moderate,Moderate,High,C-ITS Local Broadcast,Physical
Personal Information Device,Class 1,Not Applicable,Low,Low,C-ITS Local Broadcast,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,C-ITS Local Broadcast,Physical
Emissions Management Center,Class 1,Not Applicable,Moderate,Low,C-ITS Local Broadcast,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,C-ITS Local Broadcast,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,C-ITS Local Broadcast,Physical
TIC Operator,,,,,C-ITS Local Broadcast,Physical
Payment Administration Center,Class 1,Low,Moderate,Low,C-ITS Local Broadcast,Physical
Event Promoter System,Class 3,Moderate,High,Moderate,C-ITS Local Broadcast,Physical
Emergency Management Center,Class 1,Low,Moderate,Moderate,C-ITS Local Broadcast,Physical
Traveler,,,,,C-ITS Local Broadcast,Physical
Other Transportation Information Centers,Class 2,Moderate,Moderate,Moderate,C-ITS Local Broadcast,Physical
Media,Class 1,Low,Low,Moderate,C-ITS Local Broadcast,Physical
Border Inspection System,Class 1,Low,Moderate,Low,C-ITS Local Broadcast,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,C-ITS Local Broadcast,Physical
Transportation Information Center,Class 4,High,High,Moderate,Shared Use Mobility,Physical
Personal Information Device,Class 5,High,High,High,Shared Use Mobility,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Shared Use Mobility,Physical
TIC Operator,,,,,Shared Use Mobility,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Shared Use Mobility,Physical
Payment Device,Class 5,Moderate,Moderate,High,Shared Use Mobility,Physical
Traveler,,,,,Shared Use Mobility,Physical
Traveler Support Equipment,Class 5,Moderate,Moderate,High,Shared Use Mobility,Physical
Shared Use Transportation Center,Class 4,High,High,Moderate,Shared Use Mobility,Physical
Micromobility Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Shared Use Mobility,Physical
SUTC Operator,,,,,Shared Use Mobility,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Shared Use Mobility,Physical
Transportation Information Center,Class 4,High,High,Moderate,Dynamic Ridesharing,Physical
Personal Information Device,Class 5,High,High,High,Dynamic Ridesharing,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Dynamic Ridesharing,Physical
TIC Operator,,,,,Dynamic Ridesharing,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Dynamic Ridesharing,Physical
Payment Device,Class 5,Moderate,Moderate,High,Dynamic Ridesharing,Physical
Traveler,,,,,Dynamic Ridesharing,Physical
Traveler Support Equipment,Class 5,Moderate,Moderate,High,Dynamic Ridesharing,Physical
Shared Use Transportation Center,Class 4,High,High,Moderate,Dynamic Ridesharing,Physical
Micromobility Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Dynamic Ridesharing,Physical
SUTC Operator,,,,,Dynamic Ridesharing,Physical
Light Vehicle OBE,Class 4,High,High,Moderate,Dynamic Ridesharing,Physical
Light Vehicle Driver,,,,,Dynamic Ridesharing,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Detector-Based Surveillance,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Detector-Based Surveillance,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Detector-Based Surveillance,Physical
Traffic Operations Personnel,,,,,Detector-Based Surveillance,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Low,Detector-Based Surveillance,Physical
Vehicle Characteristics,,,,,Detector-Based Surveillance,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Video Monitoring,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Video Monitoring,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Video Monitoring,Physical
Traffic Operations Personnel,,,,,Video Monitoring,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Video Monitoring,Physical
Vehicle Characteristics,,,,,Video Monitoring,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Bluetooth Signature Monitoring,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Bluetooth Signature Monitoring,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Bluetooth Signature Monitoring,Physical
Traffic Operations Personnel,,,,,Bluetooth Signature Monitoring,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Low,Bluetooth Signature Monitoring,Physical
Basic Vehicle,Class 1,Not Applicable,Moderate,Low,Bluetooth Signature Monitoring,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,Wide-Area Wireless Communications,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Wide-Area Wireless Communications,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Wide-Area Wireless Communications,Physical
Transit Management Center,Class 1,Low,Moderate,Low,Wide-Area Wireless Communications,Physical
Payment Administration Center,Class 1,Low,Moderate,Low,Wide-Area Wireless Communications,Physical
Basic Vehicle,,,,,Wide-Area Wireless Communications,Physical
Wireless Communications  Provider System,Class 1,Not Applicable,Moderate,Low,Wide-Area Wireless Communications,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,C-ITS Communications,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,C-ITS Communications,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Communications,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,C-ITS Communications,Physical
Transit Management Center,Class 1,Low,Moderate,Low,C-ITS Communications,Physical
Payment Administration Center,Class 1,Low,Moderate,Low,C-ITS Communications,Physical
Basic Vehicle,,,,,C-ITS Communications,Physical
Driver,,,,,Pre-Timed (Fixed Time) Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Pre-Timed (Fixed Time) Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Pre-Timed (Fixed Time) Control,Physical
Traffic Operations Personnel,,,,,Pre-Timed (Fixed Time) Control,Physical
Pedestrian,,,,,Pre-Timed (Fixed Time) Control,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Pre-Timed (Fixed Time) Control,Physical
MMV User,,,,,Pre-Timed (Fixed Time) Control,Physical
Vehicle Characteristics,,,,,Pre-Timed (Fixed Time) Control,Physical
Driver,,,,,Fully Traffic Responsive,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Fully Traffic Responsive,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Fully Traffic Responsive,Physical
Traffic Operations Personnel,,,,,Fully Traffic Responsive,Physical
Pedestrian,,,,,Fully Traffic Responsive,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Fully Traffic Responsive,Physical
MMV User,,,,,Fully Traffic Responsive,Physical
Vehicle Characteristics,,,,,Fully Traffic Responsive,Physical
Driver,,,,,Field Master Controlled,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Field Master Controlled,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Field Master Controlled,Physical
Traffic Operations Personnel,,,,,Field Master Controlled,Physical
Pedestrian,,,,,Field Master Controlled,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Field Master Controlled,Physical
MMV User,,,,,Field Master Controlled,Physical
Vehicle Characteristics,,,,,Field Master Controlled,Physical
Driver,,,,,Pre-Timed (Fixed Time) Control,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,Pre-Timed (Fixed Time) Control,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Pre-Timed (Fixed Time) Control,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Pre-Timed (Fixed Time) Control,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,Pre-Timed (Fixed Time) Control,Physical
Transportation Information Center,Class 1,Not Applicable,Moderate,Moderate,Pre-Timed (Fixed Time) Control,Physical
Traffic Operations Personnel,,,,,Pre-Timed (Fixed Time) Control,Physical
Pedestrian,,,,,Pre-Timed (Fixed Time) Control,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Pre-Timed (Fixed Time) Control,Physical
MMV User,,,,,Pre-Timed (Fixed Time) Control,Physical
Vehicle Characteristics,,,,,Pre-Timed (Fixed Time) Control,Physical
Driver,,,,,Fully Traffic Responsive,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,Fully Traffic Responsive,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Fully Traffic Responsive,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Fully Traffic Responsive,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,Fully Traffic Responsive,Physical
Transportation Information Center,Class 1,Not Applicable,Moderate,Moderate,Fully Traffic Responsive,Physical
Traffic Operations Personnel,,,,,Fully Traffic Responsive,Physical
Pedestrian,,,,,Fully Traffic Responsive,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Fully Traffic Responsive,Physical
MMV User,,,,,Fully Traffic Responsive,Physical
Vehicle Characteristics,,,,,Fully Traffic Responsive,Physical
Driver,,,,,Field Master Controlled,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,Field Master Controlled,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Field Master Controlled,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Field Master Controlled,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,Field Master Controlled,Physical
Transportation Information Center,Class 1,Not Applicable,Moderate,Moderate,Field Master Controlled,Physical
Traffic Operations Personnel,,,,,Field Master Controlled,Physical
Pedestrian,,,,,Field Master Controlled,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Field Master Controlled,Physical
MMV User,,,,,Field Master Controlled,Physical
Vehicle Characteristics,,,,,Field Master Controlled,Physical
Driver,,,,,Dynamic Message Signs,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Dynamic Message Signs,Physical
Maint and Constr Management Center,Class 1,Low,Low,Moderate,Dynamic Message Signs,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Dynamic Message Signs,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Dynamic Message Signs,Physical
Transit Management Center,Class 1,Low,Low,Moderate,Dynamic Message Signs,Physical
Traffic Operations Personnel,,,,,Dynamic Message Signs,Physical
