Source,InformationFlow,Destination
Traveler Support Equipment,authorization request,Payment Administration Center
Traveler Support Equipment,request for payment,Payment Device
Traveler Support Equipment,payment device update,Payment Device
Traveler Support Equipment,alarm notification,Emergency Management Center
Traveler Support Equipment,traveler interface updates,Traveler
Traveler Support Equipment,shared use request,Shared Use Transportation Center
Traveler Support Equipment,shared use confirmation,Shared Use Transportation Center
Other Transportation Information Centers,traffic images,Transportation Information Center
Other Transportation Information Centers,road network conditions,Transportation Information Center
Other Transportation Information Centers,emergency traveler information,Transportation Information Center
Other Transportation Information Centers,incident information for public,Transportation Information Center
Other Transportation Information Centers,parking information,Transportation Information Center
Other Transportation Information Centers,transit service information,Transportation Information Center
Other Transportation Information Centers,alternate mode information,Transportation Information Center
Other Transportation Information Centers,special vehicle alert,Transportation Information Center
Other Transportation Information Centers,traffic image meta data,Transportation Information Center
Other Transportation Information Centers,electric charging information,Transportation Information Center
Media,external reports,Traffic Management Center
Social Media,traveler sourced updates,Transportation Information Center
Social Media,interactive traveler information,Personal Information Device
Social Media,traveler sourced updates,Emergency Management Center
Special Needs Registry,special needs data,Emergency Management Center
Border Inspection Administration Center,clearance notification,Fleet and Freight Management Center
Border Inspection Administration Center,expedited clearance information,Fleet and Freight Management Center
Border Inspection Administration Center,expedited clearance status,Fleet and Freight Management Center
Border Inspection Administration Center,manifest receipt confirmation,Fleet and Freight Management Center
Border Inspection Administration Center,clearance notification,Intermodal Customer System
Border Inspection Administration Center,expedited clearance information,Intermodal Customer System
Border Inspection Administration Center,expedited clearance status,Intermodal Customer System
Border Inspection Administration Center,clearance notification,Freight Distribution and Logistics Center
Border Inspection Administration Center,expedited clearance information,Freight Distribution and Logistics Center
Border Inspection Administration Center,expedited clearance status,Freight Distribution and Logistics Center
Border Inspection Administration Center,expedited traveler registration status,Personal Information Device
Border Inspection Administration Center,border information archive data,Archived Data System
Border Inspection Administration Center,consolidated agency response,Border Inspection System
Border Inspection Administration Center,traveler personal information,Border Inspection System
Border Inspection Administration Center,manifest data,Border Inspection System
Border Inspection Administration Center,client verification request,Commercial Vehicle Administration Center
Border Inspection Administration Center,pre-arrival notification,Commercial Vehicle Administration Center
Border Inspection Administration Center,inspection results,Other Border Inspection Administration Centers
Border Inspection Administration Center,expedited clearance information,Other Border Inspection Administration Centers
Border Inspection Administration Center,expedited clearance application information,Other Border Inspection Administration Centers
Border Inspection System,border wait times data,Traffic Management Center
Border Inspection System,border incident information,Traffic Management Center
Border Inspection System,lane management inputs,Traffic Management Center
Border Inspection System,remote surveillance control,Traffic Management Center
Border Inspection System,vehicle signage local data,Connected Vehicle Roadside Equipment
Border Inspection System,container seal interrogation,Freight Equipment
Border Inspection System,request tag data,Freight Equipment
Border Inspection System,border pass/pull-in,Commercial Vehicle OBE
Border Inspection System,clearance notification,Commercial Vehicle OBE
Border Inspection System,request tag data,Commercial Vehicle OBE
Border Inspection System,border crossing status information,Transportation Information Center
Border Inspection System,border incident information,Emergency Management Center
Border Inspection System,border security input,Border Inspection Administration Center
Border Inspection System,inspection results,Border Inspection Administration Center
Border Inspection System,inspection results,Commercial Vehicle Check Equipment
Border Inspection System,arrival notification,Commercial Vehicle Administration Center
Border Inspection System,border field equipment data,Other Border Inspection Systems
Border Inspection System,refusal of entry information,Other Border Inspection Systems
Border Inspection System,traveler border clearance status,Light Vehicle OBE
Commercial Vehicle Check Equipment,container seal interrogation,Freight Equipment
Commercial Vehicle Check Equipment,request tag data,Freight Equipment
Commercial Vehicle Check Equipment,border pass/pull-in,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,clearance notification,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,border clearance data request,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,border clearance event,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,electronic lock data request,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,request tag data,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,trigger area notification,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,pass/pull-in,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,safety inspection record,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,screening event record,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,electronic screening request,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,safety inspection request,Commercial Vehicle OBE
Commercial Vehicle Check Equipment,CVO pass/pull-in message,Commercial Vehicle Driver
Commercial Vehicle Check Equipment,commercial vehicle violation notification,Enforcement Center
Commercial Vehicle Check Equipment,commercial vehicle incident notification,Emergency Management Center
Commercial Vehicle Check Equipment,roadside data message,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,driver log,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,on-board safety data,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,citation,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,commercial vehicle violation notification,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,daily site activity data,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,request for driver log,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,accident report,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,safety inspection report,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,weigh-in-motion information,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,border clearance event records,Commercial Vehicle Administration Center
Commercial Vehicle Check Equipment,CVO inspector information,Commercial Vehicle Inspector
Commercial Vehicle Check Equipment,request driver log address,Security Credentials Registry
Commercial Vehicle Check Equipment,request security credentials,Security Credentials Registry
Commercial Vehicle Check Equipment,security credentials,Commercial Vehicle Service Provider Center
Commercial Vehicle Check Equipment,request for driver log,Commercial Vehicle Service Provider Center
Commercial Vehicle Administration Center,route restrictions,Map Update System
Commercial Vehicle Administration Center,trigger area notification,Commercial Vehicle OBE
Commercial Vehicle Administration Center,safety inspection record,Commercial Vehicle OBE
Commercial Vehicle Administration Center,border clearance status,Fleet and Freight Management Center
Commercial Vehicle Administration Center,trigger area notification,Fleet and Freight Management Center
Commercial Vehicle Administration Center,trigger area,Fleet and Freight Management Center
Commercial Vehicle Administration Center,citation,Fleet and Freight Management Center
Commercial Vehicle Administration Center,safety status information,Fleet and Freight Management Center
Commercial Vehicle Administration Center,credentials information,Fleet and Freight Management Center
Commercial Vehicle Administration Center,credentials status information,Fleet and Freight Management Center
Commercial Vehicle Administration Center,cv driver record,Fleet and Freight Management Center
Commercial Vehicle Administration Center,route restrictions,Fleet and Freight Management Center
Commercial Vehicle Administration Center,commercial vehicle permit,Fleet and Freight Management Center
Commercial Vehicle Administration Center,accident report,Fleet and Freight Management Center
Commercial Vehicle Administration Center,compliance review report,Fleet and Freight Management Center
Commercial Vehicle Administration Center,safety inspection report,Fleet and Freight Management Center
Commercial Vehicle Administration Center,route restrictions,Transportation Information Center
Commercial Vehicle Administration Center,commercial vehicle permit information,Transportation Information Center
Commercial Vehicle Administration Center,border clearance status,Intermodal Customer System
Commercial Vehicle Administration Center,commercial vehicle archive data,Archived Data System
Commercial Vehicle Administration Center,citation,Enforcement Center
Commercial Vehicle Administration Center,commercial vehicle violation notification,Enforcement Center
Commercial Vehicle Administration Center,daily site activity data,Enforcement Center
Commercial Vehicle Administration Center,safety status information,Enforcement Center
Commercial Vehicle Administration Center,credentials status information,Enforcement Center
Commercial Vehicle Administration Center,accident report,Enforcement Center
Commercial Vehicle Administration Center,carrier participation report,Enforcement Center
Commercial Vehicle Administration Center,commercial vehicle permit information,Enforcement Center
Commercial Vehicle Administration Center,safety inspection report,Enforcement Center
Commercial Vehicle Administration Center,payment request,Financial Center
Commercial Vehicle Administration Center,border clearance status,Border Inspection Administration Center
Commercial Vehicle Administration Center,client verification information,Border Inspection Administration Center
Commercial Vehicle Administration Center,screening results,Border Inspection Administration Center
Commercial Vehicle Administration Center,border agency clearance results,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,transportation border clearance assessment,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,driver log,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,trigger control,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,trigger area notification,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,citation,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,targeted list,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,safety status information,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,credentials information,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,credentials status information,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,cv driver record,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,accident report,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,carrier participation report,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,commercial vehicle permit information,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,safety inspection report,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,trip declaration identifiers,Commercial Vehicle Check Equipment
Commercial Vehicle Administration Center,border clearance status,Other CV Administration Centers
Commercial Vehicle Administration Center,citation,Other CV Administration Centers
Commercial Vehicle Administration Center,safety status information,Other CV Administration Centers
Commercial Vehicle Administration Center,credentials information,Other CV Administration Centers
Commercial Vehicle Administration Center,credentials status information,Other CV Administration Centers
Commercial Vehicle Administration Center,cv driver record,Other CV Administration Centers
Commercial Vehicle Administration Center,route restrictions,Other CV Administration Centers
Commercial Vehicle Administration Center,accident report,Other CV Administration Centers
Commercial Vehicle Administration Center,commercial vehicle permit information,Other CV Administration Centers
Commercial Vehicle Administration Center,credential fee coordination,Other CV Administration Centers
Commercial Vehicle Administration Center,safety inspection report,Other CV Administration Centers
Commercial Vehicle Administration Center,commercial vehicle permit information,Commercial Vehicle Service Provider Center
Commercial Vehicle Administration Center,safety status information,CVO Information Requestor Center
Commercial Vehicle Administration Center,credentials information,CVO Information Requestor Center
Commercial Vehicle Administration Center,credentials status information,CVO Information Requestor Center
Commercial Vehicle Administration Center,cv driver record,CVO Information Requestor Center
Commercial Vehicle Administration Center,carrier participation report,CVO Information Requestor Center
Commercial Vehicle Administration Center,commercial vehicle administration information presentation,Commercial Vehicle Administrator
Commercial Vehicle Inspector,driver log inspector annotations,Commercial Vehicle OBE
Commercial Vehicle Inspector,CVO inspector input,Commercial Vehicle Check Equipment
Commercial Vehicle Inspector,CVC override mode,Commercial Vehicle Check Equipment
Other CV Administration Centers,border clearance status,Commercial Vehicle Administration Center
Other CV Administration Centers,citation,Commercial Vehicle Administration Center
Other CV Administration Centers,safety status information,Commercial Vehicle Administration Center
Other CV Administration Centers,credentials information,Commercial Vehicle Administration Center
Other CV Administration Centers,credentials status information,Commercial Vehicle Administration Center
Other CV Administration Centers,cv driver record,Commercial Vehicle Administration Center
Other CV Administration Centers,route restrictions,Commercial Vehicle Administration Center
Other CV Administration Centers,accident report,Commercial Vehicle Administration Center
Other CV Administration Centers,commercial vehicle permit information,Commercial Vehicle Administration Center
Other CV Administration Centers,credential fee coordination,Commercial Vehicle Administration Center
Other CV Administration Centers,safety inspection report,Commercial Vehicle Administration Center
Center,map update notification,Map Update System
Center,equipment maintenance request,Maint and Constr Management Center
Center,equipment control commands,Connected Vehicle Roadside Equipment
Center,RSE application install/upgrade,Connected Vehicle Roadside Equipment
Center,RSE application information,Connected Vehicle Roadside Equipment
Center,permission request,Authorizing Center
Center,permission update request,Authorizing Center
Center,center status,Service Monitor System
Center,field equipment configuration settings,Field
Center,field equipment commands,Field
Center,field equipment software install/upgrade,Field
Center,center operator data,Center Personnel
Center,center equipment status,Support Maintenance Equipment
Center,service maintenance request,Support Maintenance Equipment
Center,permission application receipt,ITS Object
Center,personnel device configuration settings,Personnel Device
Center,personnel device commands,Personnel Device
Center,personnel device software install/upgrade,Personnel Device
Center,secure center operator data,Remote Access Device
Authorizing Center,permission request received,Center
Authorizing Center,user permission sets,Cooperative ITS Credentials Management System
Authorizing Center,permission request coordination,Other Authorizing Centers
Authorizing Center,user permission sets,Registration Authority
Cooperative ITS Credentials Management System,credentials management operator presentation,Credentials Management System Operator
Cooperative ITS Credentials Management System,authorization coordination,Other Credentials Management Systems
Cooperative ITS Credentials Management System,enrollment coordination,Other Credentials Management Systems
Cooperative ITS Credentials Management System,misbehavior analysis coordination,Other Credentials Management Systems
Cooperative ITS Credentials Management System,revocation coordination,Other Credentials Management Systems
Cooperative ITS Credentials Management System,security credentials,ITS Object
Cooperative ITS Credentials Management System,security credential revocations,ITS Object
Cooperative ITS Credentials Management System,security policy and networking information,ITS Object
Cooperative ITS Credentials Management System,enrollment credentials,ITS Object
Field Maintenance Equipment,RSE configuration settings,Connected Vehicle Roadside Equipment
Field Maintenance Equipment,equipment control commands,Connected Vehicle Roadside Equipment
Field Maintenance Equipment,RSE application install/upgrade,Connected Vehicle Roadside Equipment
Field Maintenance Equipment,equipment status presentation,Maint and Constr Field Personnel
Field Maintenance Equipment,field equipment status presentation,Maint and Constr Field Personnel
Field Maintenance Equipment,field equipment configuration settings,Field
Field Maintenance Equipment,field equipment commands,Field
Field Maintenance Equipment,field equipment software install/upgrade,Field
Storage Facility Data Acquisition System,maintenance materials storage status,Maint and Constr Management Center
Storage Facility Data Acquisition System,equipment availability,Maint and Constr Management Center
Maint and Constr Administrative Systems,maint and constr administrative information,Maint and Constr Management Center
Government Reporting Systems,government reporting data receipt,Archived Data System
Archived Data User System,archived data product requests,Archived Data System
Archived Data User System,archive analysis requests,Archived Data System
Basic Transit Vehicle,host transit vehicle status,Transit Vehicle OBE
Basic Emergency Vehicle,host emergency vehicle status,Emergency Vehicle OBE
Basic Commercial Vehicle,host commercial vehicle status,Commercial Vehicle OBE
Other Authorizing Centers,permission request coordination,Authorizing Center
Traveler Card,border card data,Border Inspection System
Traveler Card,border card data,Light Vehicle OBE
Data Distribution System,data subscription,Other Data Distribution Systems
Data Distribution System,data publication,Other Data Distribution Systems
Data Distribution System,data provision,Other Data Distribution Systems
Data Distribution System,data query,Other Data Distribution Systems
Data Distribution System,data query publication,Other Data Distribution Systems
Data Distribution System,DDS operations information presentation,Data Distribution System Operator
Data Distribution System,data publication,ITS Object
Data Distribution System,data query publication,ITS Object
Other Data Distribution Systems,data subscription,Data Distribution System
Other Data Distribution Systems,data publication,Data Distribution System
Other Data Distribution Systems,data provision,Data Distribution System
Other Data Distribution Systems,data query,Data Distribution System
Other Data Distribution Systems,data query publication,Data Distribution System
Object Registration and Discovery System,ORDS operations information presentation,ORDS Operator
Object Registration and Discovery System,object discovery,ITS Object
Service Monitor System,RSE fault data,Maint and Constr Management Center
Service Monitor System,time local form,Connected Vehicle Roadside Equipment
Service Monitor System,time local form,Center
Service Monitor System,RSE fault data,Center
Service Monitor System,field equipment fault data,Center
Service Monitor System,center fault data,Center
Service Monitor System,personnel device fault data,Center
Service Monitor System,time local form,Data Distribution System
Service Monitor System,service monitor information presentation,Service Monitor System Operator
Service Monitor System,time local form,Field
Service Monitor System,OBE fault data,Vehicle Service Center
Wide Area Information Disseminator System,wide area broadcast ITS information,Other ITS Objects
Data Distribution System Operator,DDS operator input,Data Distribution System
Credentials Management System Operator,credentials management operator input,Cooperative ITS Credentials Management System
ORDS Operator,ORDS operator input,Object Registration and Discovery System
Service Monitor System Operator,service monitor operator input,Service Monitor System
Basic Maint and Constr Vehicle,maint and constr material information,Maint and Constr Vehicle OBE
Basic Maint and Constr Vehicle,maint and constr vehicle measures,Maint and Constr Vehicle OBE
Network Time Source,time,Connected Vehicle Roadside Equipment
Network Time Source,time,Center
Network Time Source,time,Data Distribution System
Network Time Source,time,Service Monitor System
Network Time Source,time,Field
Other Freight Distribution and Logistics Centers,load matching systems coordination,Freight Distribution and Logistics Center
Other Credentials Management Systems,authorization coordination,Cooperative ITS Credentials Management System
Other Credentials Management Systems,enrollment coordination,Cooperative ITS Credentials Management System
Other Credentials Management Systems,misbehavior analysis coordination,Cooperative ITS Credentials Management System
Other Credentials Management Systems,revocation coordination,Cooperative ITS Credentials Management System
Security Credentials Registry,security credentials,Commercial Vehicle Check Equipment
Security Credentials Registry,driver log address,Commercial Vehicle Check Equipment
Commercial Vehicle Service Provider Center,driver log carrier input,Commercial Vehicle OBE
Commercial Vehicle Service Provider Center,driver log,Fleet and Freight Management Center
Commercial Vehicle Service Provider Center,non-compliance report,Fleet and Freight Management Center
Commercial Vehicle Service Provider Center,driver log,Commercial Vehicle Check Equipment
Commercial Vehicle Service Provider Center,driver log,Commercial Vehicle Administration Center
Commercial Vehicle Service Provider Center,malfunction report,Commercial Vehicle Administration Center
Commercial Vehicle Service Provider Center,non-compliance report,Commercial Vehicle Administration Center
Commercial Vehicle Service Provider Center,commercial vehicle permit information,Commercial Vehicle Administration Center
Commercial Vehicle Service Provider Center,check driver log activity,Security Credentials Registry
Commercial Vehicle Service Provider Center,update driver log activity,Security Credentials Registry
Commercial Vehicle Service Provider Center,driver log,Other Commercial Vehicle Service Provider Centers
Other Commercial Vehicle Service Provider Centers,driver log,Commercial Vehicle Service Provider Center
On-Board Weight Monitoring Equipment,mass data,Commercial Vehicle OBE
On-Board Weight Monitoring Equipment,combination data,Commercial Vehicle OBE
MAP GIS Operator,map operator input,Map Update System
Other Map Update Systems,map update coordination,Map Update System
Location and Time Data Source,location and time,Vehicle
Location and Time Data Source,location and time,Connected Vehicle Roadside Equipment
Location and Time Data Source,location and time,Commercial Vehicle OBE
Location and Time Data Source,location and time,Transit Vehicle OBE
Location and Time Data Source,location and time,Maint and Constr Vehicle OBE
Location and Time Data Source,location and time,Emergency Vehicle OBE
Location and Time Data Source,location and time,Center
Location and Time Data Source,location and time,Field
Location and Time Data Source,location and time,Personal
Security Monitoring Equipment,infrastructure monitoring sensor data,Emergency Management Center
Security Monitoring Equipment,secure area sensor data,Emergency Management Center
Security Monitoring Equipment,secure area surveillance data,Emergency Management Center
Traveler Information Voice System,voice-based traveler request,Transportation Information Center
Driver Identification Card,cv driver credential,Commercial Vehicle OBE
Driver Identification Card,cv driver credential,Fleet and Freight Management Center
Driver Identification Card,cv driver credential,Commercial Vehicle Check Equipment
Multimodal Crossing Equipment,lane management inputs,Traffic Management Center
Multimodal Crossing Equipment,multimodal crossing status,Traffic Management Center
Multimodal Crossing Equipment,multimodal crossing status,ITS Roadway Equipment
Parking Operator,parking operator input,Parking Area Equipment
CVO Information Requestor Center,request for data review,Commercial Vehicle Administration Center
Other Archived Data Systems,archive coordination,Archived Data System
Archived Data Administrator,archive management requests,Archived Data System
Other Data Sources,other data source archive data,Archived Data System
Other Parking Management Centers,parking coordination,Parking Management Center
Other Maint and Constr Mgmt Centers,road weather information,Maint and Constr Management Center
Other Maint and Constr Mgmt Centers,work zone information,Maint and Constr Management Center
Other Maint and Constr Mgmt Centers,roadway maintenance status,Maint and Constr Management Center
Other Maint and Constr Mgmt Centers,maint and constr resource coordination,Maint and Constr Management Center
Other Maint and Constr Mgmt Centers,work plan coordination,Maint and Constr Management Center
Asset Management System,asset inventory,Maint and Constr Management Center
Asset Management System,asset restrictions,Maint and Constr Management Center
Asset Management System,maintenance and repair needs,Maint and Constr Management Center
Asset Management System,asset archive data,Archived Data System
Asset Management System,asset damage assessment,Emergency Management Center
Equipment Repair Facility,maint and constr equipment repair status,Maint and Constr Management Center
Alerting and Advisory System,alerts and advisories,Traffic Management Center
Alerting and Advisory System,alerts and advisories,Maint and Constr Management Center
Alerting and Advisory System,alerts and advisories,Fleet and Freight Management Center
Alerting and Advisory System,alerts and advisories,Transportation Information Center
Alerting and Advisory System,alerts and advisories,Transit Management Center
Alerting and Advisory System,alerts and advisories,Emergency Management Center
Alerting and Advisory System,threat support data,Emergency Management Center
Alerting and Advisory System,alerts and advisories,Commercial Vehicle Administration Center
Basic Vehicle,host vehicle status,Vehicle
Basic Vehicle,driver input information,Vehicle
Basic Vehicle,communications signature,ITS Roadway Equipment
Basic Vehicle,host vehicle status,Light Vehicle OBE
MMV User,crossing call,ITS Roadway Equipment
MMV User,personal input,Micromobility Vehicle OBE
MMV User,MMV user input,Micromobility Vehicle OBE
Commercial Vehicle Administrator,commercial vehicle administrative request,Commercial Vehicle Administration Center
Position Corrections Source,position corrections,Connected Vehicle Roadside Equipment
Field,field equipment status,Maint and Constr Management Center
Field,asset ID,Connected Vehicle Roadside Equipment
Field,asset ID,Maint and Constr Vehicle OBE
Field,field equipment status presentation,Maint and Constr Field Personnel
Field,field equipment status,Center
Field,field equipment status,Field Maintenance Equipment
Field,field equipment status,Service Monitor System
Field,field equipment status presentation,Field System Operator
Field,asset ID,Personnel Device
Center Personnel,center operator input,Center
Center Personnel,center operator input,Remote Access Device
Support Maintenance Personnel,support personnel equipment input,Support Maintenance Equipment
Field System Operator,field personnel equipment input,Field
Vehicle Service Center,vehicle configuration settings,Vehicle
Vehicle Service Center,vehicle commands,Vehicle
Vehicle Service Center,vehicle software install/upgrade,Vehicle
Vehicle Service Center,vehicle service response,Vehicle
Vehicle Service Center,vehicle service information,Vehicle
Support Maintenance Equipment,center equipment configuration settings,Center
Support Maintenance Equipment,center equipment commands,Center
Support Maintenance Equipment,center equipment software install/upgrade,Center
Support Maintenance Equipment,service maintenance status,Center
Support Maintenance Equipment,support equipment status presentation,Support Maintenance Personnel
Maint and Constr Vehicle Operator,driver environmental input,Maint and Constr Vehicle OBE
Maint and Constr Vehicle Operator,maint and constr vehicle operator input,Maint and Constr Vehicle OBE
METR System,METR information,Maint and Constr Management Center
METR System,METR coordination,Maint and Constr Management Center
METR System,METR application information,Connected Vehicle Roadside Equipment
METR System,METR management information,Maint and Constr Vehicle OBE
METR System,METR management information,Emergency Vehicle OBE
METR System,METR information,Non-METR Distribution Center
METR System,METR information,METR Distribution Center
METR System,METR device status,METR Distribution Center
METR System,METR feedback,METR Rule-Maker/Agent
METR System,METR information approval request,METR Rule-Maker/Agent
METR System,METR information,Other METR Systems
METR System,consolidated discrepancy report,Other METR Systems
METR System,discrepancy report details,Other METR Systems
METR System,discrepancy suppression information,Other METR Systems
METR System,METR coordination,Other METR Systems
METR System,system-generated discrepancy report,Other METR Systems
Other Connected Vehicle Roadside Equipment,RSE application information,Connected Vehicle Roadside Equipment
Other Connected Vehicle Roadside Equipment,wrong way vehicle detected,Connected Vehicle Roadside Equipment
Other Connected Vehicle Roadside Equipment,detected unequipped vehicles and VRUs,Connected Vehicle Roadside Equipment
ITS Object,service advertisement,Vehicle
ITS Object,device identification,Center
ITS Object,permission application,Center
ITS Object,misbehavior report,Cooperative ITS Credentials Management System
ITS Object,device enrollment information,Cooperative ITS Credentials Management System
ITS Object,data subscription,Data Distribution System
ITS Object,data provision,Data Distribution System
ITS Object,data query,Data Distribution System
ITS Object,object registration,Object Registration and Discovery System
ITS Object,system status,Service Monitor System
ITS Object,ITS information,Wide Area Information Disseminator System
ITS Object,ITS information,Other ITS Objects
ITS Object,ITS information,ITS Communications Equipment
ITS Object,application test response,Certification System
ITS Object,device test response,Certification System
ITS Object,ITS information,Roadside Communications Unit
ITS Object,auth request,Supplementary Authorization Server
ITS Object,enrollment request,Device Configuration Manager
ITS Object,misbehavior report,Location Obscurer Proxy
ITS Object,cert request,Location Obscurer Proxy
ITS Object,local ITS information,Pathway Communications Unit
Other ITS Objects,ITS information,ITS Object
Other ITS Objects,ITS information,ITS Communications Equipment
Other ITS Objects,local ITS information,Roadside Communications Unit
Other ITS Objects,local ITS information,Pathway Communications Unit
ITS Communications Equipment,ITS information,ITS Object
ITS Communications Equipment,proxied ITS information,ITS Object
ITS Communications Equipment,ITS information,Other ITS Objects
ITS Communications Equipment,proxied ITS information,Other ITS Objects
Personnel Device,asset locations,Maint and Constr Management Center
Personnel Device,personnel location,Connected Vehicle Roadside Equipment
Personnel Device,personnel location,Maint and Constr Vehicle OBE
Personnel Device,remote vehicle control commands,Maint and Constr Vehicle OBE
Personnel Device,personnel updates,Maint and Constr Field Personnel
Personnel Device,decision support information,Emergency Vehicle OBE
Personnel Device,incident scene status,Emergency Vehicle OBE
Personnel Device,incident scene images,Emergency Vehicle OBE
Personnel Device,personnel location,Emergency Vehicle OBE
Personnel Device,personnel updates,Emergency Personnel
Personnel Device,incident scene status,Emergency Management Center
Personnel Device,incident command input,Emergency Management Center
Personnel Device,incident scene images,Emergency Management Center
Personnel Device,personnel location,Emergency Management Center
Personnel Device,personnel device status,Center
Personnel Device,personnel device status,Service Monitor System
Identifier Registry,service identifiers,Cooperative ITS Credentials Management System
Identifier Registry,identifier coordination,Other Identifier Registries
Identifier Registry,service identifiers,Intermediate CA
Identifier Registry,service identifiers,Authorization CA
Identifier Registry,service identifiers,Misbehavior Authority
Other Identifier Registries,identifier coordination,Identifier Registry
Certification System,certification results,Cooperative ITS Credentials Management System
Certification System,application test stimulus,ITS Object
Certification System,device test stimulus,ITS Object
Certification System,certification operator presentation,Certification System Operator
Certification System Operator,certification operator input,Certification System
Parking Management Center,parking information,Traffic Management Center
Parking Management Center,parking management application info,Connected Vehicle Roadside Equipment
Parking Management Center,rest area parking information,Fleet and Freight Management Center
Parking Management Center,parking information,Transportation Information Center
Parking Management Center,parking reservation confirmation,Transportation Information Center
Parking Management Center,loading zone information,Transportation Information Center
Parking Management Center,loading zone reservation confirmation,Transportation Information Center
Parking Management Center,user account reports,Personal Information Device
Parking Management Center,traveler payment request,Personal Information Device
Parking Management Center,registered secureIDs,Personal Information Device
Parking Management Center,parking information,Transit Management Center
Parking Management Center,parking arrival information,Transit Management Center
Parking Management Center,parking archive data,Archived Data System
Parking Management Center,payment violation notification,Enforcement Center
Parking Management Center,payment request,Financial Center
Parking Management Center,service registry,Payment Administration Center
Parking Management Center,account updates,Payment Administration Center
Parking Management Center,authorization response,Parking Area Equipment
Parking Management Center,loading zone application info,Parking Area Equipment
Parking Management Center,parking area management information,Parking Area Equipment
Parking Management Center,parking area transit information,Parking Area Equipment
Parking Management Center,parking area reservation information,Parking Area Equipment
Parking Management Center,parking payment instructions,Parking Area Equipment
Parking Management Center,parking coordination,Other Parking Management Centers
Parking Management Center,parking status,Parking Manager
Parking Manager,parking manager input,Parking Management Center
Vehicle Characteristics,vehicle characteristics,Vehicle
Vehicle Characteristics,vehicle characteristics,ITS Roadway Equipment
Vehicle Characteristics,vehicle characteristics,Parking Area Equipment
Roadway Environment,environmental conditions,Vehicle
Roadway Environment,roadway characteristics,Vehicle
Roadway Environment,environmental conditions,ITS Roadway Equipment
Roadway Environment,environmental conditions,Maint and Constr Vehicle OBE
Potential Obstacles,physical presence,Vehicle
Potential Obstacles,physical presence,ITS Roadway Equipment
Vulnerable Road Users,vulnerable road user presence,Vehicle
Vulnerable Road Users,vulnerable road user presence,ITS Roadway Equipment
Other Border Inspection Administration Centers,inspection results,Border Inspection Administration Center
Other Border Inspection Administration Centers,expedited clearance information,Border Inspection Administration Center
Other Border Inspection Administration Centers,expedited clearance application information,Border Inspection Administration Center
Other Border Inspection Systems,border field equipment data,Border Inspection System
Other Border Inspection Systems,refusal of entry information,Border Inspection System
Roadside Communications Unit,ITS information,ITS Object
Roadside Communications Unit,local ITS information,Other ITS Objects
Roadside Communications Unit,local ITS information relay,Other ITS Objects
Wireless Communications  Provider System,comm-derived travel performance data,Traffic Management Center
Wireless Communications  Provider System,comm-derived travel performance data,Transportation Information Center
Remote Access Device,secure center operator input,Center
Remote Access Device,center operator data,Center Personnel
Electric Utility,usage and billing info,Payment Administration Center
Electric Utility,meter control,Electric Charging Station
Electric Utility,electric charging utility info,Electric Charging Management Center
Elector,signed CTL,CCMS Manager System
Supplementary Authorization Server,auth token,ITS Object
Supplementary Authorization Server,registered EEs,Registration Authority
Certificate Access Manager,unlock codes,Location Obscurer Proxy
CCMS Manager System,unsigned CTL,Elector
CCMS Manager System,signed CTL,Root CA
