NodeName,isCyber,isPhysical,isSocial,ArchitectureLayer
Non-METR Distribution System Verifier,1,1,0,Enterprise
Other METR Regulation Systems Verifier,1,1,0,Enterprise
Other METR Discrepancy Handling Systems Verifier,1,1,0,Enterprise
METR Discrepancy Contact System Verifier,1,1,0,Enterprise
Personal Verifier,0,0,1,Enterprise
Vehicle Supplier,0,1,0,Enterprise
Other Vehicles Supplier,0,1,0,Enterprise
METR Distribution Center Supplier,1,1,0,Enterprise
Vehicle Characteristics Supplier,0,1,0,Enterprise
Shared Use Transportation Center Supplier,1,1,1,Enterprise
Eligibility Certification Management System Supplier,1,0,1,Enterprise
Other PIDs Supplier,1,1,0,Enterprise
Micromobility Vehicle OBE Supplier,1,1,0,Enterprise
Personal Safety Device Supplier,1,1,0,Enterprise
Other Micromobility Vehicle OBEs Supplier,1,1,0,Enterprise
Pathway Equipment Supplier,0,1,0,Enterprise
Pathway Communications Unit Supplier,1,1,0,Enterprise
Light Vehicle OBE Supplier,1,1,0,Enterprise
METR Regulation System Supplier,1,1,0,Enterprise
METR Verification System Supplier,1,1,0,Enterprise
METR Discrepancy Handling System Supplier,1,1,0,Enterprise
Other METR Distribution Centers Supplier,1,1,0,Enterprise
Non-METR Distribution System Supplier,1,1,0,Enterprise
Other METR Regulation Systems Supplier,1,0,0,Enterprise
Other METR Discrepancy Handling Systems Supplier,1,0,0,Enterprise
METR Discrepancy Contact System Supplier,1,0,0,Enterprise
Personal Supplier,0,0,1,Enterprise
Vehicle User,0,1,1,Enterprise
Other Vehicles User,0,1,1,Enterprise
METR Distribution Center User,1,1,1,Enterprise
Vehicle Characteristics User,1,0,1,Enterprise
Shared Use Transportation Center User,1,1,1,Enterprise
Eligibility Certification Management System User,1,0,1,Enterprise
Other PIDs User,1,0,1,Enterprise
Micromobility Vehicle OBE User,1,1,1,Enterprise
Personal Safety Device User,1,1,1,Enterprise
Other Micromobility Vehicle OBEs User,1,1,1,Enterprise
Pathway Equipment User,0,1,1,Enterprise
Pathway Communications Unit User,1,1,1,Enterprise
Light Vehicle OBE User,1,1,1,Enterprise
METR Regulation System User,1,0,1,Enterprise
METR Verification System User,1,0,1,Enterprise
METR Discrepancy Handling System User,1,0,1,Enterprise
Other METR Distribution Centers User,1,1,1,Enterprise
Non-METR Distribution System User,1,1,1,Enterprise
Other METR Regulation Systems User,1,0,1,Enterprise
Other METR Discrepancy Handling Systems User,1,0,1,Enterprise
METR Discrepancy Contact System User,1,0,1,Enterprise
Personal User,0,0,1,Enterprise
METR System,1,1,0,Enterprise
Non-METR Distribution Center,1,1,0,Enterprise
Electric Charging Management Center,1,1,0,Enterprise
Other METR Systems,1,1,0,Enterprise
SUTC Operator,1,0,1,Enterprise
METR Rule-Maker/Agent,1,0,1,Enterprise
METR System Manager,1,0,1,Enterprise
Non-METR Distribution Center Manager,1,0,1,Enterprise
Electric Charging Management Center Manager,1,0,1,Enterprise
Other METR Systems Manager,1,0,1,Enterprise
METR System Developer,1,0,1,Enterprise
Non-METR Distribution Center Developer,1,0,1,Enterprise
Electric Charging Management Center Developer,1,0,1,Enterprise
Other METR Systems Developer,1,0,1,Enterprise
METR System Owner,0,0,1,Enterprise
Non-METR Distribution Center Owner,0,0,1,Enterprise
Electric Charging Management Center Owner,0,0,1,Enterprise
Other METR Systems Owner,0,0,1,Enterprise
METR System Maintainer,1,1,1,Enterprise
Non-METR Distribution Center Maintainer,1,1,1,Enterprise
Electric Charging Management Center Maintainer,1,1,1,Enterprise
Other METR Systems Maintainer,1,1,1,Enterprise
METR System Installer,1,1,1,Enterprise
Non-METR Distribution Center Installer,1,1,1,Enterprise
Electric Charging Management Center Installer,1,1,1,Enterprise
Other METR Systems Installer,1,1,1,Enterprise
METR System Verifier,1,1,1,Enterprise
Non-METR Distribution Center Verifier,1,1,1,Enterprise
Electric Charging Management Center Verifier,1,1,1,Enterprise
Other METR Systems Verifier,1,1,1,Enterprise
METR System Supplier,1,1,0,Enterprise
Non-METR Distribution Center Supplier,1,1,0,Enterprise
Electric Charging Management Center Supplier,1,1,0,Enterprise
Other METR Systems Supplier,1,1,0,Enterprise
METR System User,1,1,1,Enterprise
Non-METR Distribution Center User,1,1,1,Enterprise
Electric Charging Management Center User,1,1,1,Enterprise
Other METR Systems User,1,1,1,Enterprise
Vehicle Intersection Warning,1,1,0,Functional,,,
RSE Speed Warning,1,1,0,Functional,,,
Roadway Speed Monitoring and Warning,1,1,0,Functional,,,
Vehicle Speed Management Assist,1,1,0,Functional,,,
Freight Administration and Management,1,0,1,Functional,,,
Terminal Management,1,1,0,Functional,,,
CV On-Board Drayage Support,1,1,0,Functional,,,
FDLC Drayage Operations Optimization Service,1,0,1,Functional,,,
Personal Trip Planning and Route Guidance,1,0,1,Functional,,,
Transit Vehicle On-Board Connection Protection,1,1,0,Functional,,,
Transit Center Connection Protection,1,1,0,Functional,,,
TMC Traffic Metering,1,1,0,Functional,,,
TMC Traffic Information Dissemination,1,0,1,Functional,,,
TMC Basic Surveillance,1,1,0,Functional,,,
TMC Dynamic Lane Management and Shoulder Use,1,1,0,Functional,,,
Emissions Data Management,1,0,0,Functional,,,
Roadway Traffic Metering,1,1,0,Functional,,,
Roadway Traffic Information Dissemination,1,1,1,Functional,,,
Roadway Basic Surveillance,1,1,0,Functional,,,
Roadway Dynamic Lane Management and Shoulder Use,1,1,0,Functional,,,
Roadway Emissions Monitoring,1,1,0,Functional,,,
RSE Traveler Information Communications,1,1,1,Functional,,,
Vehicle Traveler Information Reception,1,1,1,Functional,,,
TMC Variable Speed Limits,1,1,0,Functional,,,
Roadway Variable Speed Limits,1,1,0,Functional,,,
TMC Restricted Lanes CV Application,1,1,0,Functional,,,
RSE Restricted Lanes Application,1,1,0,Functional,,,
Vehicle Restricted Lanes Application,1,1,0,Functional,,,
Emissions Connected Vehicle Monitoring,1,1,0,Functional,,,
Vehicle Environmental Monitoring,1,1,0,Functional,,,
RSE Environmental Monitoring,1,1,0,Functional,,,
TIC Road Weather Advisories and Warnings,1,0,1,Functional,,,
Roadway Environmental Monitoring,1,1,0,Functional,,,
MCV Environmental Monitoring,1,1,0,Functional,,,
MCM Environmental Information Collection,1,1,0,Functional,,,
TMC Environmental Monitoring,1,1,0,Functional,,,
MCM Environmental Information Processing,1,0,0,Functional,,,
Vehicle Basic Safety Communication,1,1,0,Functional,,,
TMC Speed Warning,1,1,1,Functional,,,
MCM Reduced Speed Zone Warning,1,1,1,Functional,,,
Roadway Restriction Monitoring and Warning,1,1,0,Functional,,,
Roadway Mixed Use Crossing Safety,1,1,1,Functional,,,
Roadway Traffic Gap Assist,1,1,0,Functional,,,
RSE Infrastructure Restriction Warning,1,1,0,Functional,,,
Roadway Work Zone Safety,1,1,1,Functional,,,
MCV Vehicle Safety Monitoring,1,1,0,Functional,,,
RSE Work Zone Safety,1,1,0,Functional,,,
MCV Work Zone Support,1,1,0,Functional,,,
Roadway Work Zone Traffic Control,1,1,0,Functional,,,
MCM Work Zone Management,1,1,1,Functional,,,
TIC Traveler Information Broadcast,1,0,1,Functional,,,
RSE Intersection Safety,1,1,0,Functional,,,
Roadway Advanced Rail Crossing,1,1,0,Functional,,,
RSE Rail Crossing Warning,1,1,0,Functional,,,
Roadway Signal Control,1,1,0,Functional,,,
Vehicle Gap Assist,1,1,0,Functional,,,
RSE Traffic Gap Assist,1,1,0,Functional,,,
EV On-Board En Route Support,1,1,0,Functional,,,
Personal Pedestrian Safety,1,0,1,Functional,,,
Personnel Work Zone Safety,1,0,1,Functional,,,
TMC Work Zone Traffic Management,1,0,1,Functional,,,
TMC Infrastructure Restriction Warning,1,0,0,Functional,,,
TMC Intersection Safety,1,0,0,Functional,,,
TMC Advanced Rail Crossing Management,1,0,0,Functional,,,
TMC Signal Control,1,0,0,Functional,,,
TMC Traffic Gap Assist,1,0,0,Functional,,,
MCM Work Zone Safety Management,1,0,1,Functional,,,
TMC In-Vehicle Signing Management,1,0,0,Functional,,,
Vehicle Emergency Notification,1,1,1,Functional,,,
Vehicle Emissions Monitoring,1,1,0,Functional,,,
RSE Low Emissions Zone Application,1,1,0,Functional,,,
PAC Payment Administration,1,0,1,Functional,,,
Emissions Zone Management,1,0,1,Functional,,,
TIC Connected Vehicle Traveler Info Distribution,1,0,1,Functional,,,
Light Vehicle Payment Service,1,1,1,Functional,,,
Vehicle Eco-Driving Assist,1,1,0,Functional,,,
RSE Speed Management,1,1,0,Functional,,,
RSE Intersection Management,1,1,0,Functional,,,
RSE Traffic Metering,1,1,0,Functional,,,
TIC Data Collection,1,0,0,Functional,,,
TIC Trip Planning,1,0,1,Functional,,,
Light Vehicle Trip Planning and Route Guidance,1,1,1,Functional,,,
Light Vehicle Electric Charging Assist,1,1,0,Functional,,,
TIC Travel Services Information and Reservation,1,0,1,Functional,,,
TMC Lighting System Control,1,0,0,Functional,,,
Roadway Lighting System Control,1,1,0,Functional,,,
RSE Lighting System Support,1,1,0,Functional,,,
RSE Traffic Monitoring,1,1,0,Functional,,,
Roadway Warning,1,1,0,Functional,,,
RSE Queue Warning,1,1,0,Functional,,,
Vehicle Queue Warning,1,1,0,Functional,,,
TMC Roadway Warning,1,0,0,Functional,,,
CV On-Board Signal Priority,1,1,0,Functional,,,
Transit Vehicle Signal Priority,1,1,0,Functional,,,
TMC Multi-Modal Coordination,1,0,1,Functional,,,
Transit Center Priority Management,1,0,1,Functional,,,
Roadway Payment Support,1,1,1,Functional,,,
Personal Interactive Traveler Information,1,0,1,Functional,,,
Transit Center Information Services,1,0,1,Functional,,,
RSE Automated Vehicle Operations,1,1,0,Functional,,,
Vehicle Cooperative Cruise Control,1,1,0,Functional,,,
TMC Automated Vehicle Operations,1,1,0,Functional,,,
Emergency Routing,1,1,0,Functional,,,
Transit Center Emissions Monitoring,1,1,0,Functional,,,
TMC Regional Traffic Management,1,1,0,Functional,,,
Transit Center Multi-Modal Coordination,1,1,0,Functional,,,
Transit Vehicle Passenger Counting,1,1,1,Functional,,,
Transit Vehicle Emissions Monitoring,1,1,0,Functional,,,
Transit Center Passenger Counting,1,1,1,Functional,,,
RSE Position Correction Support,1,1,0,Functional,,,
Emergency Notification Support,1,1,1,Functional,,,
Emergency Call-Taking,1,1,1,Functional,,,
Emergency Evacuation Support,1,1,1,Functional,,,
Emergency Response Management,1,1,1,Functional,,,
TIC Emergency Traveler Information,1,1,1,Functional,,,
Transit Evacuation Support,1,1,1,Functional,,,
TMC Evacuation Support,1,1,1,Functional,,,
CV On-Board Cargo Monitoring,1,1,0,Functional,,,
EV On-Board Safety Monitoring,1,1,0,Functional,,,
Emergency Incident Scene Safety Management,1,1,1,Functional,,,
Emergency Incident Command,1,1,1,Functional,,,
EV On-Board Incident Management Communication,1,1,1,Functional,,,
Emergency Dispatch,1,1,1,Functional,,,
TIC Dynamic Ridesharing,1,1,1,Functional,,,
Transit Vehicle Schedule Management,1,1,0,Functional,,,
Transit Center Fare Management,1,1,1,Functional,,,
Transit Vehicle On-Board Fare Management,1,1,1,Functional,,,
Traveler Fare Management,1,1,1,Functional,,,
Parking Area Electronic Payment,1,1,1,Functional,,,
RSE Transit User Guidance,1,1,1,Functional,,,
Transit Stop Information Services,1,1,1,Functional,,,
Transit Vehicle On-Board Information Services,1,1,1,Functional,,,
RSE Parking Management,1,1,0,Functional,,,
Parking Area Management,1,1,0,Functional,,,
Transit Vehicle On-Board Trip Monitoring,1,1,0,Functional,,,
Transit Center Paratransit Operations,1,1,1,Functional,,,
Transit Vehicle On-Board Paratransit Operations,1,1,1,Functional,,,
Transit Vehicle V2V Safety,1,1,0,Functional,,,
TIC Situation Data Management,1,1,0,Functional,,,
TMC Incident Dispatch Coordination,1,1,1,Functional,,,
Personal Traveler Information Reception,1,1,1,Functional,,,
Light Vehicle Interactive Traveler Information,1,1,1,Functional,,,
TIC Interactive Traveler Information,1,1,1,Functional,,,
Vehicle Situation Data Monitoring,1,1,0,Functional,,,
RSE Situation Monitoring,1,1,0,Functional,,,
RSE Border Management,1,1,0,Functional,,,
Border Inspection,1,1,1,Functional,,,
CVCE International Border Crossing,1,1,1,Functional,,,
CVAC International Administration,1,1,1,Functional,,,
CVAC Information Exchange,1,1,1,Functional,,,
CVAC Safety and Security Administration,1,0,1,Functional,,,
CVCE Electronic Screening,1,1,0,Functional,,,
Border Inspection Administration,1,0,1,Functional,,,
CV On-Board Electronic Screening Support,1,1,0,Functional,,,
Light Vehicle Border Crossing Support,1,1,1,Functional,,,
Freight Equipment Monitoring,1,1,0,Functional,,,
Fleet Administration,1,0,1,Functional,,,
CV On-Board Trip Monitoring,1,1,0,Functional,,,
TIC Freight-Specific Travel Planning,1,0,1,Functional,,,
CV On-Board Safety and Security,1,1,0,Functional,,,
CVCE Citation and Accident Electronic Recording,1,1,0,Functional,,,
CVCE Safety and Security Inspection,1,1,1,Functional,,,
CVAC Credentials and Taxes Administration,1,0,1,Functional,,,
Center Connected Vehicle Infrastructure Management,1,1,0,Functional,,,
RSE Device Management,1,1,0,Functional,,,
ITS Data Subscription Management,1,0,0,Functional,,,
Core Authorization,1,0,0,Functional,,,
Center Permission Management,1,0,0,Functional,,,
FME On-Site Maintenance,1,1,1,Functional,,,
MCM Roadway Maintenance,1,1,0,Functional,,,
MCM Maintenance Decision Support,1,0,1,Functional,,,
MCM Winter Maintenance Management,1,1,0,Functional,,,
MCV Winter Maintenance,1,1,0,Functional,,,
MCV Roadway Maintenance and Construction,1,1,0,Functional,,,
MCM Infrastructure Monitoring,1,1,0,Functional,,,
MCV Infrastructure Monitoring,1,1,0,Functional,,,
Archive Situation Data Archival,1,0,0,Functional,,,
Archive On-Line Analysis and Mining,1,0,0,Functional,,,
Archive Data Repository,1,0,0,Functional,,,
Archive Government Reporting,1,0,1,Functional,,,
MCM Work Activity Coordination,1,0,1,Functional,,,
Emergency Environmental Monitoring,1,1,0,Functional,,,
Emergency Commercial Vehicle Response,1,1,1,Functional,,,
MCM Incident Management,1,1,1,Functional,,,
DDS Data Collection and Aggregation,1,0,0,Functional,,,
DDS Data Access Management,1,0,0,Functional,,,
DDS Support Services,1,0,0,Functional,,,
Object Registration and Discovery,1,0,0,Functional,,,
SM Device Management,1,1,0,Functional,,,
Center Support Services,1,0,0,Functional,,,
RSE Support Services,1,1,0,Functional,,,
Vehicle Support Services,1,1,0,Functional,,,
Electric Charging Station Management,1,1,0,Functional,,,
WAID Broadcast Services,1,0,0,Functional,,,
SM Time Synchronization,1,0,0,Functional,,,
Vehicle Rail Crossing Warning,1,1,0,Functional,,,
Light Vehicle Basic Toll/Parking Payment,1,1,1,Functional,,,
Traveler Interactive Information,1,0,1,Functional,,,
Roadway Toll Collection Support,1,1,0,Functional,,,
CCMS Provisioning,1,0,0,Functional,,,
CCMS Enrollment,1,0,1,Functional,,,
CCMS Authorization,1,0,1,Functional,,,
CCMS Misbehavior Reporting and Action,1,0,1,Functional,,,
CCMS Revocation,1,0,1,Functional,,,
CVOBE-SP Safety and Security Administration,1,1,1,Functional,,,
CVOBE-SP Information Exchange,1,1,1,Functional,,,
CV Driver Work Records,1,1,1,Functional,,,
CV On-Board Speed Monitoring,1,1,0,Functional,,,
CV On-Board Mass Monitoring,1,1,0,Functional,,,
CV On-Board Access Monitoring,1,1,1,Functional,,,
ITS Communications Privacy Protection,1,0,1,Functional,,,
Map Management,1,1,0,Functional,,,
Vehicle Map Management,1,1,0,Functional,,,
Center Map Management,1,0,0,Functional,,,
RSE Map Management,1,1,0,Functional,,,
Personal Map Management,1,0,1,Functional,,,
TMC Barrier System Management,1,1,0,Functional,,,
Emergency Secure Area Alarm Support,1,1,1,Functional,,,
Emergency Secure Area Sensor Management,1,1,0,Functional,,,
Emergency Secure Area Surveillance,1,1,1,Functional,,,
CVAC Data Collection,1,1,0,Functional,,,
Emergency Data Collection,1,1,1,Functional,,,
Emergency Early Warning System,1,1,1,Functional,,,
Emissions Data Collection,1,1,0,Functional,,,
Roadway Barrier System Control,1,1,0,Functional,,,
Roadway Field Management Station Operation,1,1,0,Functional,,,
Roadway Safeguard System Control,1,1,0,Functional,,,
Field Secure Area Sensor Monitoring,1,1,0,Functional,,,
Field Secure Area Surveillance,1,1,1,Functional,,,
Fleet Credentials and Taxes Management and Reporting,1,0,1,Functional,,,
TIC Operations Data Collection,1,0,0,Functional,,,
Fleet Driver Authentication,1,0,1,Functional,,,
MCM Automated Treatment System Control,1,1,0,Functional,,,
MCM Data Collection,1,1,0,Functional,,,
MCM Vehicle Maintenance Management,1,1,0,Functional,,,
MCM Vehicle Tracking,1,1,0,Functional,,,
MCV Barrier System Control,1,1,0,Functional,,,
MCV Vehicle Location Tracking,1,1,0,Functional,,,
MCV Vehicle System Monitoring and Diagnostics,1,1,0,Functional,,,
Roadway Multimodal Crossing Control,1,1,1,Functional,,,
CV On-board Driver Authentication,1,1,1,Functional,,,
EV Barrier System Control,1,1,0,Functional,,,
Transit Vehicle On-Board Maintenance,1,1,0,Functional,,,
Transit Vehicle On-Board Vehicle Signing Communications,1,1,1,Functional,,,
Transit Vehicle Security,1,1,1,Functional,,,
Parking Coordination,1,1,1,Functional,,,
Parking Data Collection,1,1,0,Functional,,,
Personal Location Determination,1,0,1,Functional,,,
Personal Emergency Notification,1,0,1,Functional,,,
Traveler Information Reception,1,0,1,Functional,,,
Traveler Security,1,1,1,Functional,,,
CVCE HAZMAT Detection,1,1,0,Functional,,,
CVCE Weigh-In-Motion,1,1,0,Functional,,,
Roadway Automated Treatment,1,1,0,Functional,,,
Roadway Data Collection,1,1,0,Functional,,,
Roadway HOV Control,1,1,0,Functional,,,
Roadway Incident Detection,1,1,0,Functional,,,
Roadway Infrastructure Monitoring,1,1,0,Functional,,,
Roadway Reversible Lanes,1,1,0,Functional,,,
Roadway Signal Preemption,1,1,0,Functional,,,
TMC Safeguard System Management,1,1,0,Functional,,,
TMC Service Patrol Management,1,1,1,Functional,,,
Roadway Standard Rail Crossing,1,1,0,Functional,,,
TMC Demand Management Coordination,1,1,1,Functional,,,
TMC HOV Lane Management,1,1,1,Functional,,,
TMC Incident Detection,1,1,0,Functional,,,
TMC Multimodal Crossing Management,1,1,1,Functional,,,
TMC Situation Data Management,1,1,0,Functional,,,
TMC Reversible Lane Management,1,1,1,Functional,,,
TMC Traffic Management Decision Support,1,1,1,Functional,,,
TMC Traffic Network Performance Evaluation,1,1,0,Functional,,,
PAC Data Collection,1,1,0,Functional,,,
TMC Roadway Equipment Monitoring,1,1,0,Functional,,,
Transit Center Fixed-Route Operations,1,1,1,Functional,,,
Transit Center Security,1,1,1,Functional,,,
Transit Center Vehicle Tracking,1,1,0,Functional,,,
Transit Center Data Collection,1,1,0,Functional,,,
Transit Garage Maintenance,1,1,1,Functional,,,
Transit Center Vehicle Assignment,1,1,1,Functional,,,
Transit Center Operator Assignment,1,1,1,Functional,,,
TIC Traveler Telephone Information,1,1,1,Functional,,,
Vehicle Control Automation,1,1,0,Functional,,,
Vehicle Control Warning,1,1,0,Functional,,,
Vehicle Location Determination,1,1,0,Functional,,,
Vehicle Safety Monitoring,1,1,0,Functional,,,
Vehicle Secure Area Access System,1,1,1,Functional,,,
Roadway Passive Monitoring,1,1,0,Functional,,,
TMC Standard Rail Crossing Management,1,1,1,Functional,,,
RSE Road Closure Management,1,1,0,Functional,,,
Roadway Field Device Support,1,1,0,Functional,,,
RSE Infrastructure Monitoring,1,1,0,Functional,,,
TMC Passive Surveillance,1,1,0,Functional,,,
Traveler Trip Planning,1,1,1,Functional,,,
Shared Use Operations,1,1,1,Functional,,,
Personal Shared Use Planning,1,1,1,Functional,,,
Transit Center Park and Ride Operations,1,1,1,Functional,,,
Parking Area Park and Ride Operations,1,1,1,Functional,,,
CV On-Board Special Vehicle Safety,1,1,0,Functional,,,
TMC Road Weather Advisories and Warnings,1,1,1,Functional,,,
TMC Data Collection,1,1,0,Functional,,,
Field Time Management,1,1,0,Functional,,,
Transit Center Environmental Monitoring,1,1,0,Functional,,,
Roadway Incident Scene Safety,1,1,0,Functional,,,
RSE Incident Scene Safety,1,1,0,Functional,,,
Personnel Incident Scene Safety,1,1,1,Functional,,,
EV Service Patrol Vehicle Operations,1,1,0,Functional,,,
BIAC Data Collection,1,1,0,Functional,,,
RSE CACC Operations,1,1,0,Functional,,,
TMC CACC Operations,1,1,0,Functional,,,
Vehicle Platoon Operations,1,1,0,Functional,,,
RSE Emissions Monitoring,1,1,0,Functional,,,
PAC Road Pricing Administration,1,0,1,Functional,,,
Transit Vehicle Pedestrian Safety,1,1,1,Functional,,,
Terminal Data Collection,1,1,0,Functional,,,
Center System Monitoring and Diagnostics,1,0,0,Functional,,,
Vehicle System Monitoring and Diagnostics,1,1,0,Functional,,,
Field System Monitoring and Diagnostics,1,1,0,Functional,,,
Fleet Maintenance Management,1,1,0,Functional,,,
Field System Executive,1,1,0,Functional,,,
MCM Field Equipment Maintenance,1,1,0,Functional,,,
Center Field Equipment Management,1,0,0,Functional,,,
Center System Executive,1,0,0,Functional,,,
SME IT Maintenance,1,0,0,Functional,,,
Vehicle System Executive,1,1,0,Functional,,,
Personnel Device System Executive,1,0,1,Functional,,,
Personnel Device System Monitoring and Diagnostics,1,0,1,Functional,,,
Loading Zone Management,1,1,1,Functional,,,
RSE Communications Relay,1,1,0,Functional,,,
Center Personal Information Device Management,1,0,1,Functional,,,
ITS Communications Support,1,0,0,Functional,,,
ITS Management Support,1,0,0,Functional,,,
ITS Security Support,1,0,0,Functional,,,
ITS Communications Services,1,0,0,Functional,,,
Personnel Incident Scene Communications,1,0,1,Functional,,,
Registry Management,1,0,0,Functional,,,
Certification of Applications,1,0,0,Functional,,,
Certification of Devices,1,1,0,Functional,,,
Parking Account and Fee Management,1,0,1,Functional,,,
TIC Traffic Control Dissemination,1,0,0,Functional,,,
Parking Management,1,1,1,Functional,,,
CV On-Board Travel Information,1,1,1,Functional,,,
Roadway Wrong Way Vehicle Detection,1,1,0,Functional,,,
TMC Wrong Way Vehicle Warning,1,0,0,Functional,,,
RSE Wrong Way Vehicle Warning,1,1,0,Functional,,,
Border Registration,1,0,1,Functional,,,
MCM Road Weather Micro-Prediction,1,1,0,Functional,,,
TMC Road Weather Micro-Prediction,1,0,0,Functional,,,
Roadway Signal Monitoring and Enforcement,1,1,0,Functional,,,
TMC Signal Enforcement,1,0,0,Functional,,,
Field Asset Identification,1,1,0,Functional,,,
MCV Field Asset Locating,1,1,0,Functional,,,
Personnel Field Asset Locating,1,1,1,Functional,,,
MCM Field Asset Tracking,1,1,0,Functional,,,
RSE Field Asset Locating,1,1,0,Functional,,,
Personnel Remote Vehicle Control,1,1,1,Functional,,,
MCM Traffic Information Dissemination,1,0,0,Functional,,,
Emergency Stolen Vehicle Recovery,1,1,0,Functional,,,
Light Vehicle Theft Recovery,1,1,0,Functional,,,
EV On-Board Radio Direction Finding,1,1,0,Functional,,,
Personal Stolen Vehicle Recovery,1,1,1,Functional,,,
MCM Remote Vehicle Control,1,1,0,Functional,,,
FDLC Freight Services,1,1,0,Functional,,,
RCU Radio Communications,1,1,0,Functional,,,
MCM Priority Management,1,0,0,Functional,,,
MCV Signal Priority,1,1,0,Functional,,,
Remote Access,1,0,0,Functional,,,
Center Remote Access,1,0,0,Functional,,,
CCMS Manager CTL Assembly,1,0,0,Functional,,,
CCMS Manager Policy Management,1,0,0,Functional,,,
Root CA Functions,1,0,0,Functional,,,
Intermediate CA Functions,1,0,0,Functional,,,
Authorization CA Functions,1,0,0,Functional,,,
Enrollment CA Functions,1,0,0,Functional,,,
Registration Authority Functions,1,0,0,Functional,,,
Misbehavior Mitigation,1,0,0,Functional,,,
Misbehavior Analysis,1,0,0,Functional,,,
Misbehavior Collection,1,0,0,Functional,,,
Linkage Value Management,1,0,0,Functional,,,
Distribution of Public Security Data,1,0,0,Functional,,,
Fleet Driver Log Management,1,0,1,Functional,,,
Shared Use Account and Fee Management,1,0,1,Functional,,,
TIC Payment Support,1,0,1,Functional,,,
MMV Safety Communication,1,1,0,Functional,,,
Personal Device Coordination,1,1,1,Functional,,,
Vehicle Device Coordination,1,1,0,Functional,,,
Personal Cooperative Information,1,0,1,Functional,,,
MMV Cooperative Information,1,1,0,Functional,,,
Personnel Safety Monitoring,1,1,1,Functional,,,
TIC Wayfinding Information Dissemination,1,0,1,Functional,,,
TIC Wayfinding Planning,1,0,1,Functional,,,
Personal Wayfinding Planning and Route Guidance,1,0,1,Functional,,,
Personal Wayfinding Information Reception,1,0,1,Functional,,,
Personal Wayfinding Support,1,0,1,Functional,,,
Traveler Wayfinding Information and Planning,1,0,1,Functional,,,
Pathway Equipment Management,1,1,0,Functional,,,
Pathway Map Management,1,0,0,Functional,,,
PCU Communications,1,1,0,Functional,,,
MMV Access,1,1,0,Functional,,,
Light Vehicle Access,1,1,0,Functional,,,
Micromobility Route Guidance,1,1,0,Functional,,,
MVS Independent METR Verification,1,0,0,Functional,,,
MCM METR Rule Installation,1,0,0,Functional,,,
MRS METR Collection,1,0,0,Functional,,,
MRS METR Discovered Rule Management,1,0,0,Functional,,,
MDHS METR Discrepancy Handling,1,0,0,Functional,,,
MRS METR Discrepancy Management,1,0,0,Functional,,,
Vehicle METR Discrepancy Reporting,1,1,0,Functional,,,
Personal METR Discrepancy Reporting,1,0,1,Functional,,,
MDC METR Dissemination,1,0,0,Functional,,,
RSE METR Emergent Information Dissemination,1,1,0,Functional,,,
MRS METR Information Approval,1,0,0,Functional,,,
Vehicle METR Interpretation,1,1,0,Functional,,,
Personal METR Interpretation,1,0,1,Functional,,,
Vehicle METR Reception,1,1,0,Functional,,,
MRS METR Translation,1,0,0,Functional,,,
MDC METR Collection,1,0,0,Functional,,,
MDHS METR Collection,1,0,0,Functional,,,
Personal METR Reception,1,0,1,Functional,,,
MCV METR Emergent Information Dissemination,1,1,0,Functional,,,
EV METR Emergent Information Dissemination,1,1,0,Functional,,,
MDC METR Discrepancy Management,1,0,0,Functional,,,
Vehicle Loading Zone Access,1,1,0,Functional,,,
MCV Convoy Support,1,1,0,Functional,,,
Electric Charging Management,1,1,0,Functional,,,
METR Regulation Management,1,0,0,Functional,,,
METR Localized Distribution,1,0,0,Functional,,,
METR Discrepancy Handling,1,0,0,Functional,,,
Vehicle METR Management,1,1,0,Functional,,,
Personal METR Management,1,0,1,Functional,,,
EV V2V Safety,1,1,0,Functional,,,
Roadway Transit Signal Control,1,1,0,Functional,,,
